날짜,시간대,차량진입횟수,체류시간
2020-11-20,14,940,0 days 00:47:42.893617021
2020-11-20,15,1070,0 days 00:50:56.859813084
2020-11-20,16,930,0 days 00:55:09.935483870
2020-11-20,17,566,0 days 00:50:15.477031802
2020-11-20,18,136,0 days 00:56:26.470588235
2020-11-20,19,456,0 days 00:42:47.368421052
2020-11-20,20,146,0 days 00:40:27.123287671
2020-11-20,21,84,0 days 00:27:48.571428571
2020-11-20,22,52,0 days 00:20:55.384615384
2020-11-20,23,12,0 days 00:19:00
2020-11-21,7,2,0 days 00:10:00
2020-11-21,8,282,0 days 00:46:08.936170212
2020-11-21,9,364,0 days 00:42:52.087912087
2020-11-21,10,430,0 days 00:42:35.162790697
2020-11-21,11,388,0 days 01:08:50.412371134
2020-11-21,12,8,0 days 00:48:15
2020-11-21,13,404,0 days 00:33:15.445544554
2020-11-21,14,272,0 days 00:30:28.676470588
2020-11-21,15,164,0 days 00:24:57.804878048
2020-11-21,16,86,0 days 00:21:22.325581395
2020-11-21,17,52,0 days 00:13:20.769230769
2020-11-21,18,26,0 days 00:40:04.615384615
2020-11-21,19,42,0 days 00:27:42.857142857
2020-11-21,20,28,0 days 00:36:00
2020-11-21,21,6,0 days 00:27:20
2020-11-22,8,28,0 days 00:32:25.714285714
2020-11-22,9,80,0 days 00:28:57
2020-11-22,10,72,0 days 00:27:41.666666666
2020-11-22,11,40,0 days 00:39:54
2020-11-22,12,30,0 days 00:20:24
2020-11-22,13,56,0 days 00:34:25.714285714
2020-11-22,14,96,0 days 00:15:40
2020-11-22,15,70,0 days 00:16:48
2020-11-22,16,28,0 days 00:13:47.142857142
2020-11-22,17,22,0 days 00:15:05.454545454
2020-11-22,19,8,0 days 00:18:15
2020-11-22,20,2,0 days 00:11:00
2020-11-23,7,16,0 days 00:38:00
2020-11-23,8,422,0 days 00:32:38.957345971
2020-11-23,9,774,0 days 00:39:05.736434108
2020-11-23,10,828,0 days 00:51:53.478260869
2020-11-23,11,818,0 days 01:22:32.127139364
2020-11-23,12,20,0 days 00:51:48
2020-11-23,13,1096,0 days 00:51:56.496350364
2020-11-23,14,994,0 days 00:52:57.947686116
2020-11-23,15,942,0 days 00:51:24.458598726
2020-11-23,16,966,0 days 00:55:41.863354037
2020-11-23,17,564,0 days 00:51:58.723404255
2020-11-23,18,54,0 days 00:38:46.666666666
2020-11-23,19,566,0 days 00:41:32.650176678
2020-11-23,20,200,0 days 00:34:05.400000
2020-11-23,21,152,0 days 00:28:00
2020-11-23,22,66,0 days 00:39:01.818181818
2020-11-23,23,24,0 days 00:18:35
2020-11-24,7,8,0 days 00:46:30
2020-11-24,8,524,0 days 00:36:30.229007633
2020-11-24,9,700,0 days 00:38:03.257142857
2020-11-24,10,846,0 days 00:47:51.914893617
2020-11-24,11,838,0 days 01:17:45.966587112
2020-11-24,12,20,0 days 00:39:00
2020-11-24,13,1158,0 days 00:43:46.217616580
2020-11-24,14,1012,0 days 00:48:13.873517786
2020-11-24,15,1034,0 days 00:49:22.282398452
2020-11-24,16,1014,0 days 00:59:27.100591715
2020-11-24,17,558,0 days 00:57:12.903225806
2020-11-24,18,54,0 days 01:06:35.555555555
2020-11-24,19,506,0 days 00:45:41.501976284
2020-11-24,20,208,0 days 00:30:44.423076923
2020-11-24,21,106,0 days 00:27:35.094339622
2020-11-24,22,64,0 days 00:26:56.250000
2020-11-24,23,10,0 days 00:18:48
2020-11-25,7,6,0 days 00:40:40
2020-11-25,8,548,0 days 00:46:37.445255474
2020-11-25,9,682,0 days 00:41:52.609970674
2020-11-25,10,756,0 days 00:48:31.587301587
2020-11-25,11,858,0 days 01:14:39.440559440
2020-11-25,12,18,0 days 00:34:00
2020-11-25,13,1000,0 days 00:41:06.360000
2020-11-25,14,972,0 days 00:46:50.740740740
2020-11-25,15,1044,0 days 00:49:01.609195402
2020-11-25,16,1010,0 days 00:56:54.059405940
2020-11-25,17,614,0 days 00:56:42.410423452
2020-11-25,18,88,0 days 00:37:08.181818181
2020-11-25,19,616,0 days 00:41:00.974025974
2020-11-25,20,268,0 days 00:42:21.492537313
2020-11-25,21,148,0 days 00:34:46.216216216
2020-11-25,22,96,0 days 00:36:11.250000
2020-11-25,23,64,0 days 00:47:28.125000
2020-11-26,7,18,0 days 00:30:06.666666666
2020-11-26,8,572,0 days 00:41:03.146853146
2020-11-26,9,770,0 days 00:42:10.597402597
2020-11-26,10,858,0 days 00:55:55.944055944
2020-11-26,11,664,0 days 01:25:33.975903614
2020-11-26,12,12,0 days 00:22:30
2020-11-26,13,1046,0 days 00:40:27.992351816
2020-11-26,14,1050,0 days 00:42:49.485714285
2020-11-26,15,1118,0 days 00:45:33.595706618
2020-11-26,16,978,0 days 00:39:21.349693251
2020-11-26,17,590,0 days 00:43:21.762711864
2020-11-26,18,34,0 days 00:33:45.882352941
2020-11-26,19,588,0 days 00:33:15.714285714
2020-11-26,20,228,0 days 00:32:37.894736842
2020-11-26,21,116,0 days 00:39:03.103448275
2020-11-26,22,60,0 days 00:45:22
2020-11-26,23,14,0 days 00:17:42.857142857
2020-11-27,7,8,0 days 00:20:45
2020-11-27,8,506,0 days 00:42:46.482213438
2020-11-27,9,832,0 days 00:38:58.990384615
2020-11-27,10,886,0 days 00:53:20.993227990
2020-11-27,11,790,0 days 01:15:13.822784810
2020-11-27,12,22,0 days 00:18:43.636363636
2020-11-27,13,1180,0 days 00:46:21.661016949
2020-11-27,14,1016,0 days 00:38:55.866141732
2020-11-27,15,1136,0 days 00:43:02.429577464
2020-11-27,16,1046,0 days 00:46:38.661567877
2020-11-27,17,580,0 days 00:52:06.620689655
2020-11-27,18,54,0 days 00:31:26.666666666
2020-11-27,19,592,0 days 00:34:23.310810810
2020-11-27,20,238,0 days 00:32:57.983193277
2020-11-27,21,98,0 days 00:30:56.326530612
2020-11-27,22,46,0 days 00:20:39.130434782
2020-11-28,7,18,0 days 00:26:06.666666666
2020-11-28,8,306,0 days 00:43:50.980392156
2020-11-28,9,494,0 days 00:40:54.170040485
2020-11-28,10,432,0 days 00:51:25.277777777
2020-11-28,11,344,0 days 01:19:57.209302325
2020-11-28,12,22,0 days 00:22:16.363636363
2020-11-28,13,440,0 days 00:36:37.363636363
2020-11-28,14,264,0 days 00:28:21.363636363
2020-11-28,15,194,0 days 00:29:06.185567010
2020-11-28,16,150,0 days 00:25:53.600000
2020-11-28,17,72,0 days 00:18:36.666666666
2020-11-28,18,14,0 days 00:29:08.571428571
2020-11-28,19,56,0 days 00:32:57.857142857
2020-11-28,20,22,0 days 00:32:00
2020-11-28,21,2,0 days 00:54:00
2020-11-28,23,2,0 days 00:51:00
2020-11-29,7,2,0 days 00:35:00
2020-11-29,8,38,0 days 00:23:15.789473684
2020-11-29,9,60,0 days 00:18:54
2020-11-29,10,50,0 days 00:19:31.200000
2020-11-29,11,68,0 days 01:05:37.058823529
2020-11-29,12,16,0 days 00:29:15
2020-11-29,13,46,0 days 00:23:52.173913043
2020-11-29,14,54,0 days 00:22:22.222222222
2020-11-29,15,46,0 days 00:22:13.043478260
2020-11-29,16,14,0 days 00:22:25.714285714
2020-11-29,20,6,0 days 00:30:20
2020-11-30,7,8,0 days 01:03:00
2020-11-30,8,410,0 days 00:34:57.658536585
2020-11-30,9,814,0 days 00:39:40.835380835
2020-11-30,10,964,0 days 00:53:26.390041493
2020-11-30,11,740,0 days 01:19:31.621621621
2020-11-30,12,14,0 days 00:21:34.285714285
2020-11-30,13,1114,0 days 00:52:36.732495511
2020-11-30,14,968,0 days 00:52:44.876033057
2020-11-30,15,1072,0 days 00:58:58.880597014
2020-11-30,16,956,0 days 00:57:16.945606694
2020-11-30,17,606,0 days 01:11:36.633663366
2020-11-30,18,106,0 days 00:36:44.150943396
2020-11-30,19,448,0 days 00:49:46.071428571
2020-11-30,20,210,0 days 00:31:16.571428571
2020-11-30,21,96,0 days 00:28:47.500000
2020-11-30,22,18,0 days 00:23:53.333333333
2020-11-30,23,2,0 days 00:23:00
2020-12-01,7,9,0 days 01:06:40
2020-12-01,8,232,0 days 00:41:37.758620689
2020-12-01,9,374,0 days 00:41:21.336898395
2020-12-01,10,368,0 days 00:52:55.434782608
2020-12-01,11,379,0 days 01:29:28.179419525
2020-12-01,12,12,0 days 00:42:30
2020-12-01,13,495,0 days 00:48:22.666666666
2020-12-01,14,481,0 days 00:51:57.879417879
2020-12-01,15,458,0 days 00:57:40.087336244
2020-12-01,16,411,0 days 01:05:06.277372262
2020-12-01,17,298,0 days 01:20:25.167785234
2020-12-01,18,50,0 days 01:07:34.800000
2020-12-01,19,228,0 days 00:55:40.526315789
2020-12-01,20,119,0 days 00:36:41.344537815
2020-12-01,21,89,0 days 00:31:33.707865168
2020-12-01,22,31,0 days 00:24:23.225806451
2020-12-01,23,7,0 days 00:14:00
2020-12-02,7,3,0 days 00:48:20
2020-12-02,8,252,0 days 00:46:07.380952380
2020-12-02,9,352,0 days 00:44:17.897727272
2020-12-02,10,460,0 days 00:57:17.478260869
2020-12-02,11,405,0 days 01:25:13.333333333
2020-12-02,12,15,0 days 00:42:24
2020-12-02,13,542,0 days 00:56:26.457564575
2020-12-02,14,505,0 days 00:56:42.653465346
2020-12-02,15,528,0 days 01:05:13.295454545
2020-12-02,16,412,0 days 01:00:56.504854368
2020-12-02,17,280,0 days 00:55:29.357142857
2020-12-02,18,53,0 days 00:38:19.245283018
2020-12-02,19,258,0 days 00:43:18.372093023
2020-12-02,20,115,0 days 00:37:27.130434782
2020-12-02,21,57,0 days 00:24:46.315789473
2020-12-02,22,34,0 days 00:22:31.764705882
2020-12-03,7,8,0 days 00:36:00
2020-12-03,8,273,0 days 00:40:11.868131868
2020-12-03,9,402,0 days 00:38:10.597014925
2020-12-03,10,458,0 days 00:53:54.759825327
2020-12-03,11,359,0 days 01:12:57.660167130
2020-12-03,12,20,0 days 00:39:30
2020-12-03,13,576,0 days 00:38:39.583333333
2020-12-03,14,555,0 days 00:38:13.837837837
2020-12-03,15,491,0 days 00:39:39.714867617
2020-12-03,16,493,0 days 00:34:52.089249492
2020-12-03,17,263,0 days 00:31:00
2020-12-03,18,54,0 days 00:31:16.666666666
2020-12-03,19,214,0 days 00:37:09.813084112
2020-12-03,20,108,0 days 00:29:20.555555555
2020-12-03,21,59,0 days 00:27:18.305084745
2020-12-03,22,16,0 days 00:35:33.750000
2020-12-03,23,1,0 days 00:14:00
2020-12-04,7,4,0 days 00:36:15
2020-12-04,8,290,0 days 00:34:40.758620689
2020-12-04,9,362,0 days 00:43:11.767955801
2020-12-04,10,449,0 days 00:49:10.957683741
2020-12-04,11,439,0 days 01:16:31.161731207
2020-12-04,12,9,0 days 00:27:20
2020-12-04,13,573,0 days 00:41:42.617801047
2020-12-04,14,479,0 days 00:42:18.789144050
2020-12-04,15,551,0 days 00:39:16.660617059
2020-12-04,16,474,0 days 00:32:10.632911392
2020-12-04,17,342,0 days 00:31:40
2020-12-04,18,36,0 days 00:28:05
2020-12-04,19,254,0 days 00:35:22.677165354
2020-12-04,20,79,0 days 00:25:56.962025316
2020-12-04,21,39,0 days 00:25:12.307692307
2020-12-04,22,19,0 days 00:24:25.263157894
2020-12-04,23,1,0 days 00:22:00
2020-12-05,8,185,0 days 00:35:46.702702702
2020-12-05,9,176,0 days 00:31:57.613636363
2020-12-05,10,279,0 days 00:38:37.204301075
2020-12-05,11,186,0 days 01:01:32.580645161
2020-12-05,12,6,0 days 00:36:50
2020-12-05,13,206,0 days 00:31:13.689320388
2020-12-05,14,132,0 days 00:22:40
2020-12-05,15,93,0 days 00:27:56.774193548
2020-12-05,16,41,0 days 00:28:45.365853658
2020-12-05,17,38,0 days 00:16:39.473684210
2020-12-05,18,8,0 days 00:13:00
2020-12-05,19,37,0 days 00:42:03.243243243
2020-12-05,20,12,0 days 00:14:25
2020-12-05,21,10,0 days 00:12:30
2020-12-06,8,4,0 days 00:46:30
2020-12-06,9,12,0 days 00:21:05
2020-12-06,10,58,0 days 00:23:19.655172413
2020-12-06,11,9,0 days 00:32:20
2020-12-06,12,2,0 days 00:07:00
2020-12-06,13,5,0 days 00:21:24
2020-12-06,14,16,0 days 00:16:11.250000
2020-12-06,15,26,0 days 00:32:41.538461538
2020-12-06,16,9,0 days 00:22:06.666666666
2020-12-06,17,2,0 days 00:10:30
2020-12-06,19,3,0 days 00:40:20
2020-12-06,20,1,0 days 00:12:00
2020-12-07,7,4,0 days 01:04:45
2020-12-07,8,252,0 days 00:37:45
2020-12-07,9,403,0 days 00:41:29.032258064
2020-12-07,10,524,0 days 00:49:58.511450381
2020-12-07,11,398,0 days 01:18:28.944723618
2020-12-07,12,7,0 days 00:30:51.428571428
2020-12-07,13,564,0 days 00:41:32.659574468
2020-12-07,14,513,0 days 00:49:31.578947368
2020-12-07,15,581,0 days 00:51:19.001721170
2020-12-07,16,526,0 days 00:56:42.547528517
2020-12-07,17,297,0 days 01:03:18.383838383
2020-12-07,18,44,0 days 00:43:35.454545454
2020-12-07,19,289,0 days 00:55:05.605536332
2020-12-07,20,131,0 days 00:57:43.053435114
2020-12-07,21,76,0 days 00:45:23.684210526
2020-12-07,22,40,0 days 00:36:37.500000
2020-12-07,23,10,0 days 00:16:18
2020-12-08,7,2,0 days 01:04:30
2020-12-08,8,332,0 days 00:45:47.530120481
2020-12-08,9,406,0 days 00:41:11.674876847
2020-12-08,10,416,0 days 00:49:48.894230769
2020-12-08,11,442,0 days 01:21:33.393665158
2020-12-08,12,16,0 days 00:58:15
2020-12-08,13,519,0 days 00:47:40.578034682
2020-12-08,14,499,0 days 00:48:09.739478957
2020-12-08,15,496,0 days 00:52:32.782258064
2020-12-08,16,506,0 days 01:06:50.395256916
2020-12-08,17,297,0 days 01:18:51.515151515
2020-12-08,18,20,0 days 01:07:45
2020-12-08,19,308,0 days 01:07:24.740259740
2020-12-08,20,153,0 days 00:57:29.411764705
2020-12-08,21,98,0 days 00:38:33.061224489
2020-12-08,22,31,0 days 00:25:54.193548387
2020-12-08,23,9,0 days 00:27:40
2020-12-09,7,4,0 days 00:41:45
2020-12-09,8,284,0 days 00:43:50.915492957
2020-12-09,9,412,0 days 00:48:47.912621359
2020-12-09,10,397,0 days 00:45:49.420654911
2020-12-09,11,420,0 days 01:15:27.142857142
2020-12-09,12,9,0 days 00:25:20
2020-12-09,13,533,0 days 00:42:30.281425891
2020-12-09,14,533,0 days 00:41:36.585365853
2020-12-09,15,586,0 days 00:47:19.146757679
2020-12-09,16,594,0 days 00:48:54.545454545
2020-12-09,17,310,0 days 00:56:46.645161290
2020-12-09,18,21,0 days 00:33:00
2020-12-09,19,382,0 days 00:56:00.157068062
2020-12-09,20,190,0 days 01:00:13.263157894
2020-12-09,21,109,0 days 00:48:37.431192660
2020-12-09,22,53,0 days 00:37:24.905660377
2020-12-09,23,10,0 days 00:17:12
2020-12-10,7,2,0 days 00:48:30
2020-12-10,8,329,0 days 00:35:34.832826747
2020-12-10,9,443,0 days 00:38:40.496613995
2020-12-10,10,551,0 days 00:52:19.056261343
2020-12-10,11,444,0 days 01:16:59.594594594
2020-12-10,12,12,0 days 00:40:40
2020-12-10,13,641,0 days 00:39:04.960998439
2020-12-10,14,629,0 days 00:36:39.586645468
2020-12-10,15,658,0 days 00:44:15.045592705
2020-12-10,16,560,0 days 00:47:03.428571428
2020-12-10,17,381,0 days 00:55:35.905511811
2020-12-10,18,13,0 days 00:24:32.307692307
2020-12-10,19,329,0 days 00:47:24.984802431
2020-12-10,20,198,0 days 00:45:22.424242424
2020-12-10,21,118,0 days 00:49:26.949152542
2020-12-10,22,53,0 days 00:33:52.075471698
2020-12-10,23,11,0 days 00:23:49.090909090
2020-12-11,7,1,0 days 01:11:00
2020-12-11,8,69,0 days 00:42:15.652173913
2020-12-11,9,53,0 days 00:22:36.226415094
2020-12-11,10,17,0 days 00:15:38.823529411
2020-12-11,11,3,0 days 00:12:40
2020-12-11,13,6,0 days 00:22:00
2020-12-11,14,68,0 days 00:20:46.764705882
2020-12-11,15,365,0 days 00:25:58.520547945
2020-12-11,16,431,0 days 00:28:27.703016241
2020-12-11,17,233,0 days 00:32:57.424892703
2020-12-11,18,30,0 days 00:40:08
2020-12-11,19,231,0 days 00:35:12.467532467
2020-12-11,20,97,0 days 00:30:25.979381443
2020-12-11,21,38,0 days 00:28:30
2020-12-11,22,9,0 days 00:37:06.666666666
2020-12-11,23,1,0 days 00:33:00
2020-12-12,7,6,0 days 01:39:10
2020-12-12,8,451,0 days 00:48:25.144124168
2020-12-12,9,484,0 days 00:53:11.157024793
2020-12-12,10,418,0 days 01:19:03.875598086
2020-12-12,11,250,0 days 01:39:33.120000
2020-12-12,12,7,0 days 00:33:08.571428571
2020-12-12,13,302,0 days 00:42:48.874172185
2020-12-12,14,189,0 days 00:44:05.079365079
2020-12-12,15,179,0 days 00:36:52.625698324
2020-12-12,16,142,0 days 00:30:09.295774647
2020-12-12,17,91,0 days 00:25:19.120879120
2020-12-12,18,24,0 days 00:32:02.500000
2020-12-12,19,69,0 days 00:26:00
2020-12-12,20,18,0 days 00:23:50
2020-12-12,21,2,0 days 00:26:30
2020-12-12,22,7,0 days 00:16:51.428571428
2020-12-13,8,11,0 days 00:26:38.181818181
2020-12-13,9,20,0 days 00:25:24
2020-12-13,10,24,0 days 00:22:02.500000
2020-12-13,11,7,0 days 00:28:51.428571428
2020-12-13,12,1,0 days 00:05:00
2020-12-13,13,32,0 days 00:24:22.500000
2020-12-13,14,15,0 days 00:22:24
2020-12-13,15,28,0 days 00:23:10.714285714
2020-12-13,16,20,0 days 00:18:39
2020-12-13,17,3,0 days 00:16:40
2020-12-13,19,2,0 days 00:14:30
2020-12-13,21,1,0 days 00:13:00
2020-12-14,7,5,0 days 00:37:24
2020-12-14,8,268,0 days 00:31:21.716417910
2020-12-14,9,386,0 days 00:33:35.284974093
2020-12-14,10,523,0 days 00:43:12.848948374
2020-12-14,11,448,0 days 01:11:09.508928571
2020-12-14,12,5,0 days 00:37:12
2020-12-14,13,730,0 days 00:42:23.013698630
2020-12-14,14,569,0 days 00:48:52.618629173
2020-12-14,15,629,0 days 00:54:37.965023847
2020-12-14,16,576,0 days 00:54:19.270833333
2020-12-14,17,392,0 days 01:03:59.081632653
2020-12-14,18,45,0 days 00:54:40
2020-12-14,19,300,0 days 00:50:48
2020-12-14,20,137,0 days 00:41:04.379562043
2020-12-14,21,87,0 days 00:39:58.620689655
2020-12-14,22,37,0 days 00:35:56.756756756
2020-12-14,23,8,0 days 00:28:15
2020-12-15,7,3,0 days 00:49:20
2020-12-15,8,289,0 days 00:38:47.958477508
2020-12-15,9,322,0 days 00:33:36.708074534
2020-12-15,10,287,0 days 00:36:08.153310104
2020-12-15,11,270,0 days 01:17:25.111111111
2020-12-15,12,3,0 days 00:35:20
2020-12-15,13,368,0 days 00:45:26.250000
2020-12-15,14,355,0 days 00:50:21.633802816
2020-12-15,15,348,0 days 00:49:55.344827586
2020-12-15,16,348,0 days 00:54:36.551724137
2020-12-15,17,178,0 days 01:20:04.382022471
2020-12-15,18,37,0 days 00:49:24.324324324
2020-12-15,19,174,0 days 00:46:45.172413793
2020-12-15,20,74,0 days 00:39:31.621621621
2020-12-15,21,31,0 days 00:36:52.258064516
2020-12-15,22,18,0 days 00:32:36.666666666
2020-12-16,7,1,0 days 00:35:00
2020-12-16,8,224,0 days 00:46:47.142857142
2020-12-16,9,279,0 days 00:50:06.666666666
2020-12-16,10,308,0 days 00:46:12.662337662
2020-12-16,11,258,0 days 01:17:09.534883720
2020-12-16,12,14,0 days 00:42:21.428571428
2020-12-16,13,394,0 days 00:47:22.690355329
2020-12-16,14,333,0 days 00:53:03.603603603
2020-12-16,15,409,0 days 00:57:38.141809290
2020-12-16,16,309,0 days 01:02:09.320388349
2020-12-16,17,200,0 days 01:02:34.500000
2020-12-16,18,37,0 days 00:49:40.540540540
2020-12-16,19,174,0 days 00:47:30.689655172
2020-12-16,20,48,0 days 00:34:00
2020-12-16,21,25,0 days 00:18:33.600000
2020-12-16,22,21,0 days 00:17:22.857142857
2020-12-16,23,1,0 days 00:07:00
2020-12-17,8,215,0 days 00:36:39.906976744
2020-12-17,9,315,0 days 00:50:46.666666666
2020-12-17,10,264,0 days 00:53:00.681818181
2020-12-17,11,293,0 days 01:25:32.764505119
2020-12-17,12,6,0 days 00:55:30
2020-12-17,13,352,0 days 00:50:15.340909090
2020-12-17,14,363,0 days 00:58:38.512396694
2020-12-17,15,393,0 days 01:09:26.259541984
2020-12-17,16,375,0 days 01:15:33.280000
2020-12-17,17,159,0 days 00:53:39.622641509
2020-12-17,18,46,0 days 00:42:19.565217391
2020-12-17,19,153,0 days 00:58:55.294117647
2020-12-17,20,86,0 days 00:35:19.534883720
2020-12-17,21,46,0 days 00:35:02.608695652
2020-12-17,22,14,0 days 00:34:00
2020-12-17,23,1,0 days 00:51:00
2020-12-18,7,2,0 days 00:16:30
2020-12-18,8,202,0 days 00:39:42.475247524
2020-12-18,9,289,0 days 00:34:23.667820069
2020-12-18,10,312,0 days 00:48:34.038461538
2020-12-18,11,296,0 days 01:19:44.189189189
2020-12-18,12,10,0 days 00:47:00
2020-12-18,13,389,0 days 00:45:01.079691516
2020-12-18,14,357,0 days 00:40:36.806722689
2020-12-18,15,411,0 days 00:37:21.313868613
2020-12-18,16,370,0 days 00:49:04.054054054
2020-12-18,17,198,0 days 00:55:20
2020-12-18,18,72,0 days 01:07:06.666666666
2020-12-18,19,176,0 days 00:52:56.931818181
2020-12-18,20,69,0 days 00:32:15.652173913
2020-12-18,21,53,0 days 00:29:18.113207547
2020-12-18,22,7,0 days 00:22:42.857142857
2020-12-18,23,1,0 days 00:01:00
2020-12-19,7,1,0 days 00:17:00
2020-12-19,8,142,0 days 00:48:24.507042253
2020-12-19,9,148,0 days 00:54:17.837837837
2020-12-19,10,210,0 days 01:15:35.142857142
2020-12-19,11,130,0 days 01:38:07.846153846
2020-12-19,12,12,0 days 00:46:55
2020-12-19,13,174,0 days 00:57:13.448275862
2020-12-19,14,115,0 days 00:50:00.521739130
2020-12-19,15,73,0 days 00:38:35.342465753
2020-12-19,16,55,0 days 00:31:22.909090909
2020-12-19,17,47,0 days 00:36:29.361702127
2020-12-19,18,9,0 days 00:44:40
2020-12-19,19,12,0 days 00:22:50
2020-12-19,20,6,0 days 00:19:40
2020-12-19,21,6,0 days 00:19:10
2020-12-20,7,3,0 days 00:37:20
2020-12-20,8,4,0 days 00:20:00
2020-12-20,9,33,0 days 00:22:47.272727272
2020-12-20,10,17,0 days 00:33:00
2020-12-20,11,12,0 days 01:01:35
2020-12-20,12,3,0 days 00:45:00
2020-12-20,13,17,0 days 00:38:14.117647058
2020-12-20,14,10,0 days 00:28:18
2020-12-20,15,6,0 days 00:27:00
2020-12-20,16,7,0 days 00:28:51.428571428
2020-12-20,17,2,0 days 00:34:00
2020-12-21,7,1,0 days 00:16:00
2020-12-21,8,189,0 days 00:39:11.428571428
2020-12-21,9,290,0 days 00:33:48.413793103
2020-12-21,10,330,0 days 00:46:46
2020-12-21,11,327,0 days 01:06:44.403669724
2020-12-21,12,15,0 days 01:06:44
2020-12-21,13,373,0 days 00:47:57.426273458
2020-12-21,14,395,0 days 00:53:32.050632911
2020-12-21,15,378,0 days 01:04:07.460317460
2020-12-21,16,384,0 days 01:10:36.562500
2020-12-21,17,208,0 days 01:14:40.096153846
2020-12-21,18,43,0 days 00:41:57.209302325
2020-12-21,19,236,0 days 00:58:45.254237288
2020-12-21,20,113,0 days 00:44:41.946902654
2020-12-21,21,84,0 days 00:37:02.142857142
2020-12-21,22,52,0 days 00:21:05.769230769
2020-12-21,23,21,0 days 00:09:40
2020-12-22,1,20,0 days 00:06:09
2020-12-22,2,10,0 days 00:05:42
2020-12-22,3,12,0 days 00:04:40
2020-12-22,4,7,0 days 00:04:25.714285714
2020-12-22,7,2,0 days 00:10:00
2020-12-22,8,211,0 days 00:35:36.398104265
2020-12-22,9,263,0 days 00:46:53.612167300
2020-12-22,10,308,0 days 00:48:38.181818181
2020-12-22,11,306,0 days 01:08:27.450980392
2020-12-22,12,5,0 days 00:47:00
2020-12-22,13,386,0 days 00:45:03.886010362
2020-12-22,14,344,0 days 00:55:57.209302325
2020-12-22,15,384,0 days 00:52:54.375000
2020-12-22,16,357,0 days 01:05:21.848739495
2020-12-22,17,200,0 days 01:53:05.100000
2020-12-22,18,44,0 days 01:20:40.909090909
2020-12-22,19,253,0 days 01:17:38.181818181
2020-12-22,20,126,0 days 01:06:57.619047619
2020-12-22,21,68,0 days 01:11:17.647058823
2020-12-22,22,48,0 days 00:38:38.750000
2020-12-22,23,36,0 days 00:23:30
2020-12-23,1,9,0 days 00:07:13.333333333
2020-12-23,2,16,0 days 00:07:26.250000
2020-12-23,3,1,0 days 00:05:00
2020-12-23,7,2,0 days 00:48:00
2020-12-23,8,266,0 days 00:46:22.105263157
2020-12-23,9,287,0 days 00:48:10.034843205
2020-12-23,10,342,0 days 00:50:03.508771929
2020-12-23,11,330,0 days 01:17:40.545454545
2020-12-23,12,19,0 days 00:40:34.736842105
2020-12-23,13,351,0 days 00:40:36.581196581
2020-12-23,14,330,0 days 00:38:30.363636363
2020-12-23,15,384,0 days 00:48:57.187500
2020-12-23,16,369,0 days 00:46:55.447154471
2020-12-23,17,221,0 days 00:42:11.945701357
2020-12-23,18,36,0 days 00:29:55
2020-12-23,19,263,0 days 00:36:50.646387832
2020-12-23,20,126,0 days 00:32:47.142857142
2020-12-23,21,56,0 days 00:38:46.071428571
2020-12-23,22,22,0 days 00:34:30
2020-12-23,23,7,0 days 00:22:51.428571428
2020-12-24,7,2,0 days 00:12:00
2020-12-24,8,202,0 days 00:55:19.603960396
2020-12-24,9,245,0 days 00:54:40.897959183
2020-12-24,10,277,0 days 01:17:38.555956678
2020-12-24,11,274,0 days 01:38:26.934306569
2020-12-24,12,6,0 days 00:45:10
2020-12-24,13,324,0 days 01:01:22.037037037
2020-12-24,14,347,0 days 01:06:06.916426512
2020-12-24,15,308,0 days 01:14:38.766233766
2020-12-24,16,395,0 days 01:03:31.898734177
2020-12-24,17,236,0 days 01:19:48.813559322
2020-12-24,18,47,0 days 01:08:01.276595744
2020-12-24,19,252,0 days 01:18:33.809523809
2020-12-24,20,128,0 days 00:56:10.781250
2020-12-24,21,70,0 days 00:48:16.285714285
2020-12-24,22,56,0 days 00:27:18.214285714
2020-12-24,23,5,0 days 00:14:00
2020-12-25,7,3,0 days 00:22:40
2020-12-25,8,65,0 days 00:28:33.230769230
2020-12-25,9,82,0 days 00:27:43.902439024
2020-12-25,10,101,0 days 00:24:06.534653465
2020-12-25,11,45,0 days 00:42:38.666666666
2020-12-25,12,24,0 days 00:26:42.500000
2020-12-25,13,46,0 days 00:24:28.695652173
2020-12-25,14,69,0 days 00:21:13.913043478
2020-12-25,15,76,0 days 00:28:11.842105263
2020-12-25,16,17,0 days 00:22:38.823529411
2020-12-25,17,1,0 days 00:12:00
2020-12-26,7,5,0 days 00:35:00
2020-12-26,8,158,0 days 00:33:47.468354430
2020-12-26,9,151,0 days 00:41:57.218543046
2020-12-26,10,158,0 days 00:41:56.962025316
2020-12-26,11,150,0 days 01:08:35.200000
2020-12-26,12,7,0 days 00:27:08.571428571
2020-12-26,13,142,0 days 00:39:46.056338028
2020-12-26,14,118,0 days 00:30:54.406779661
2020-12-26,15,70,0 days 00:37:26.571428571
2020-12-26,16,47,0 days 00:38:19.148936170
2020-12-26,17,24,0 days 00:41:57.500000
2020-12-26,18,6,0 days 00:17:30
2020-12-26,19,12,0 days 00:27:25
2020-12-27,7,7,0 days 00:45:51.428571428
2020-12-27,8,17,0 days 00:38:35.294117647
2020-12-27,9,20,0 days 00:33:18
2020-12-27,10,24,0 days 00:36:17.500000
