날짜,시간대,차량진입횟수,체류시간
2020-12-27,11,16,0 days 00:46:00
2020-12-27,12,4,0 days 00:22:45
2020-12-27,13,15,0 days 00:20:40
2020-12-27,14,8,0 days 00:28:45
2020-12-27,15,9,0 days 00:18:26.666666666
2020-12-27,16,15,0 days 00:15:40
2020-12-27,17,2,0 days 00:16:00
2020-12-28,7,2,0 days 02:54:30
2020-12-28,8,177,0 days 01:56:01.355932203
2020-12-28,9,51,0 days 01:09:52.941176470
2020-12-28,10,129,0 days 00:41:30.697674418
2020-12-28,11,399,0 days 01:26:50.225563909
2020-12-28,12,8,0 days 00:50:07.500000
2020-12-28,13,349,0 days 00:59:16.332378223
2020-12-28,14,347,0 days 01:05:20.230547550
2020-12-28,15,347,0 days 01:14:57.060518731
2020-12-28,16,364,0 days 01:37:23.901098901
2020-12-28,17,236,0 days 01:38:18.559322033
2020-12-28,18,71,0 days 01:23:47.323943661
2020-12-28,19,204,0 days 01:13:28.235294117
2020-12-28,20,106,0 days 01:11:23.207547169
2020-12-28,21,73,0 days 00:49:52.602739726
2020-12-28,22,62,0 days 00:51:52.258064516
2020-12-28,23,29,0 days 00:35:45.517241379
2020-12-29,7,1,0 days 00:20:00
2020-12-29,8,205,0 days 00:38:24
2020-12-29,9,282,0 days 00:43:56.808510638
2020-12-29,10,275,0 days 00:55:01.090909090
2020-12-29,11,261,0 days 01:26:08.275862068
2020-12-29,12,11,0 days 00:39:43.636363636
2020-12-29,13,410,0 days 00:51:12.439024390
2020-12-29,14,374,0 days 00:57:18.449197860
2020-12-29,15,386,0 days 00:57:24.559585492
2020-12-29,16,390,0 days 01:26:03.384615384
2020-12-29,17,235,0 days 01:56:52.595744680
2020-12-29,18,34,0 days 01:26:17.647058823
2020-12-29,19,222,0 days 01:14:34.324324324
2020-12-29,20,108,0 days 00:58:25
2020-12-29,21,67,0 days 00:49:15.223880597
2020-12-29,22,43,0 days 00:46:12.558139534
2020-12-29,23,10,0 days 00:29:00
2020-12-30,7,2,0 days 00:28:30
2020-12-30,8,223,0 days 00:42:31.210762331
2020-12-30,9,263,0 days 00:47:25.095057034
2020-12-30,10,334,0 days 00:50:55.508982035
2020-12-30,11,219,0 days 01:21:59.726027397
2020-12-30,12,8,0 days 00:44:00
2020-12-30,13,399,0 days 00:58:54.586466165
2020-12-30,14,357,0 days 01:08:55.462184873
2020-12-30,15,350,0 days 01:21:23.314285714
2020-12-30,16,320,0 days 01:23:56.625000
2020-12-30,17,191,0 days 01:20:42.408376963
2020-12-30,18,40,0 days 01:00:33
2020-12-30,19,205,0 days 00:58:30.439024390
2020-12-30,20,85,0 days 00:39:26.823529411
2020-12-30,21,62,0 days 00:37:55.161290322
2020-12-30,22,21,0 days 00:32:51.428571428
2020-12-30,23,3,0 days 00:17:20
2020-12-31,7,1,0 days 01:17:00
2020-12-31,8,230,0 days 00:57:50.086956521
2020-12-31,9,246,0 days 01:04:56.097560975
2020-12-31,10,255,0 days 01:05:06.117647058
2020-12-31,11,268,0 days 01:20:11.641791044
2020-12-31,12,22,0 days 00:55:27.272727272
2020-12-31,13,346,0 days 00:55:47.687861271
2020-12-31,14,318,0 days 00:56:00.377358490
2020-12-31,15,315,0 days 01:00:43.428571428
2020-12-31,16,304,0 days 00:58:26.052631578
2020-12-31,17,171,0 days 00:44:29.473684210
2020-12-31,18,41,0 days 00:39:55.609756097
2020-12-31,19,73,0 days 00:43:16.438356164
2020-12-31,20,56,0 days 00:31:24.642857142
2020-12-31,21,19,0 days 00:28:28.421052631
2020-12-31,22,13,0 days 00:22:00
2020-12-31,23,3,0 days 00:10:40
2021-01-01,7,1,0 days 00:52:19
2021-01-01,8,29,0 days 00:24:58.275862068
2021-01-01,9,32,0 days 00:14:17.125000
2021-01-01,10,74,0 days 00:21:24.810810810
2021-01-01,11,41,0 days 00:53:26.439024390
2021-01-01,12,16,0 days 00:22:07.062500
2021-01-01,13,40,0 days 00:16:54.925000
2021-01-01,14,12,0 days 00:13:06.916666666
2021-01-01,15,9,0 days 00:23:39.888888888
2021-01-01,16,10,0 days 00:25:57.600000
2021-01-01,17,2,0 days 00:09:02
2021-01-02,7,1,0 days 00:17:33
2021-01-02,8,72,0 days 00:24:09.555555555
2021-01-02,9,127,0 days 00:33:50.212598425
2021-01-02,10,141,0 days 00:47:11.531914893
2021-01-02,11,117,0 days 01:12:11.572649572
2021-01-02,12,4,0 days 00:42:37.500000
2021-01-02,13,138,0 days 00:31:07.695652173
2021-01-02,14,71,0 days 00:24:47.366197183
2021-01-02,15,49,0 days 00:24:23.551020408
2021-01-02,16,31,0 days 00:29:30
2021-01-02,17,30,0 days 00:18:04.200000
2021-01-02,18,7,0 days 00:23:25
2021-01-02,19,6,0 days 00:17:28.333333333
2021-01-02,20,2,0 days 00:23:25.500000
2021-01-02,21,12,0 days 00:17:26.750000
2021-01-02,22,1,0 days 00:14:02
2021-01-03,9,10,0 days 00:10:34.600000
2021-01-03,10,29,0 days 00:25:22.896551724
2021-01-03,11,5,0 days 00:45:31.400000
2021-01-03,13,6,0 days 00:29:00.500000
2021-01-03,14,4,0 days 00:26:53
2021-01-03,15,16,0 days 00:37:48
2021-01-03,16,10,0 days 00:44:53
2021-01-04,7,3,0 days 00:19:42.333333333
2021-01-04,8,144,0 days 00:25:16.868055555
2021-01-04,9,257,0 days 00:32:04.093385214
2021-01-04,10,280,0 days 00:28:40.017857142
2021-01-04,11,281,0 days 00:43:29.274021352
2021-01-04,12,122,0 days 00:45:38.237704918
2021-01-04,13,311,0 days 00:40:45.209003215
2021-01-04,14,219,0 days 00:35:19.191780821
2021-01-04,15,308,0 days 00:41:42.954545454
2021-01-04,16,374,0 days 00:54:06.548128342
2021-01-04,17,271,0 days 01:01:41.070110701
2021-01-04,18,74,0 days 01:01:57.729729729
2021-01-04,19,85,0 days 00:55:17.400000
2021-01-04,20,33,0 days 00:28:19.424242424
2021-01-04,21,34,0 days 00:19:28
2021-01-04,22,20,0 days 00:24:30.150000
2021-01-04,23,7,0 days 00:43:10.142857142
2021-01-05,0,6,0 days 01:32:16.333333333
2021-01-05,7,21,0 days 00:47:31.238095238
2021-01-05,8,178,0 days 00:55:50.910112359
2021-01-05,9,258,0 days 00:51:17.220930232
2021-01-05,10,321,0 days 00:52:23.875389408
2021-01-05,11,242,0 days 01:04:21.917355371
2021-01-05,12,125,0 days 00:55:51.832000
2021-01-05,13,396,0 days 00:46:36.487373737
2021-01-05,14,434,0 days 00:42:43.474654377
2021-01-05,15,499,0 days 00:41:42.771543086
2021-01-05,16,586,0 days 00:54:12.872013651
2021-01-05,17,402,0 days 01:00:44.723880597
2021-01-05,18,108,0 days 01:18:31.425925925
2021-01-05,19,274,0 days 00:43:58.416058394
2021-01-05,20,118,0 days 00:38:55.372881355
2021-01-05,21,75,0 days 00:34:35.680000
2021-01-05,22,43,0 days 00:40:46.348837209
2021-01-05,23,16,0 days 00:50:41.062500
2021-01-06,0,4,0 days 01:30:38.500000
2021-01-06,1,1,0 days 03:17:42
2021-01-06,2,1,0 days 00:10:03
2021-01-06,4,2,0 days 00:44:53.500000
2021-01-06,5,1,0 days 00:42:22
2021-01-06,7,45,0 days 00:32:56.511111111
2021-01-06,8,276,0 days 00:50:12.536231884
2021-01-06,9,370,0 days 00:41:52.451351351
2021-01-06,10,429,0 days 00:49:56.953379953
2021-01-06,11,460,0 days 01:15:27.082608695
2021-01-06,12,137,0 days 01:13:30.525547445
2021-01-06,13,499,0 days 00:57:42.699398797
2021-01-06,14,493,0 days 00:50:27.162271805
2021-01-06,15,579,0 days 00:58:19.613126079
2021-01-06,16,515,0 days 01:08:12.112621359
2021-01-06,17,291,0 days 01:06:56.683848797
2021-01-06,18,103,0 days 01:08:44.970873786
2021-01-06,19,232,0 days 00:49:27.232758620
2021-01-06,20,120,0 days 00:45:42.183333333
2021-01-06,21,78,0 days 00:43:30.769230769
2021-01-06,22,54,0 days 00:35:51.092592592
2021-01-06,23,23,0 days 00:32:38.260869565
2021-01-07,0,3,0 days 00:54:05
2021-01-07,1,3,0 days 00:18:30
2021-01-07,2,1,0 days 00:20:57
2021-01-07,3,4,0 days 00:32:52.500000
2021-01-07,4,1,0 days 00:37:11
2021-01-07,8,17,0 days 01:11:41.647058823
2021-01-07,9,5,0 days 03:55:57.600000
2021-01-07,12,48,0 days 00:33:13.666666666
2021-01-07,13,374,0 days 00:41:02.427807486
2021-01-07,14,401,0 days 01:08:43.541147132
2021-01-07,15,309,0 days 01:11:46.682847896
2021-01-07,16,287,0 days 01:11:47.142857142
2021-01-07,17,264,0 days 01:24:34.261363636
2021-01-07,18,94,0 days 01:36:43.755319148
2021-01-07,19,130,0 days 01:24:27.492307692
2021-01-07,20,109,0 days 01:17:18.495412844
2021-01-07,21,95,0 days 01:14:32.936842105
2021-01-07,22,52,0 days 00:57:04.500000
2021-01-07,23,25,0 days 01:08:00.040000
2021-01-08,0,4,0 days 01:04:38.500000
2021-01-08,1,3,0 days 00:42:20.666666666
2021-01-08,4,1,0 days 00:06:21
2021-01-08,6,1,0 days 03:46:52
2021-01-08,7,42,0 days 00:45:58.238095238
2021-01-08,8,127,0 days 00:47:55.574803149
2021-01-08,9,214,0 days 00:50:37.696261682
2021-01-08,10,266,0 days 00:57:41.943609022
2021-01-08,11,309,0 days 01:17:49.006472491
2021-01-08,12,154,0 days 01:08:16.266233766
2021-01-08,13,237,0 days 01:08:27.354430379
2021-01-08,14,290,0 days 01:01:37.348275862
2021-01-08,15,306,0 days 01:00:16.581699346
2021-01-08,16,310,0 days 01:11:00.438709677
2021-01-08,17,313,0 days 01:33:35.239616613
2021-01-08,18,105,0 days 01:25:36.857142857
2021-01-08,19,110,0 days 01:15:05.872727272
2021-01-08,20,72,0 days 01:05:00.527777777
2021-01-08,21,61,0 days 00:53:21.049180327
2021-01-08,22,26,0 days 00:46:15.307692307
2021-01-08,23,11,0 days 00:38:28.090909090
2021-01-09,0,2,0 days 00:58:37
2021-01-09,1,1,0 days 00:16:44
2021-01-09,5,1,0 days 00:16:47
2021-01-09,7,16,0 days 00:14:26.375000
2021-01-09,8,127,0 days 00:24:33.559055118
2021-01-09,9,185,0 days 00:31:28.983783783
2021-01-09,10,208,0 days 00:38:39.923076923
2021-01-09,11,157,0 days 00:50:48.917197452
2021-01-09,12,79,0 days 00:41:16.341772151
2021-01-09,13,148,0 days 00:44:47.560810810
2021-01-09,14,116,0 days 00:47:18.387931034
2021-01-09,15,71,0 days 00:29:08.056338028
2021-01-09,16,68,0 days 00:23:50.882352941
2021-01-09,17,45,0 days 00:30:09.155555555
2021-01-09,18,12,0 days 01:01:12.750000
2021-01-09,19,10,0 days 00:57:29.500000
2021-01-09,20,9,0 days 00:37:24.111111111
2021-01-09,21,1,0 days 00:06:38
2021-01-10,7,5,0 days 00:59:33
2021-01-10,8,17,0 days 00:34:08.176470588
2021-01-10,9,24,0 days 00:26:07.375000
2021-01-10,10,23,0 days 00:21:06.521739130
2021-01-10,11,6,0 days 01:00:06.333333333
2021-01-10,12,3,0 days 00:37:23.333333333
2021-01-10,13,4,0 days 00:34:25.500000
2021-01-10,14,6,0 days 00:33:05.166666666
2021-01-10,15,16,0 days 00:21:56.562500
2021-01-10,16,8,0 days 00:16:33.625000
2021-01-10,17,4,0 days 00:11:35.750000
2021-01-10,18,1,0 days 00:30:40
2021-01-10,19,1,0 days 00:22:30
2021-01-11,6,1,0 days 00:28:37
2021-01-11,7,19,0 days 01:00:09.105263157
2021-01-11,8,153,0 days 00:39:33.385620915
2021-01-11,9,227,0 days 00:39:12.700440528
2021-01-11,10,295,0 days 00:43:12.108474576
2021-01-11,11,277,0 days 01:02:24.046931407
2021-01-11,12,120,0 days 01:13:04.083333333
2021-01-11,13,277,0 days 00:59:12.234657039
2021-01-11,14,338,0 days 01:03:49.195266272
2021-01-11,15,330,0 days 01:13:05.666666666
2021-01-11,16,390,0 days 01:21:16.574358974
2021-01-11,17,228,0 days 01:34:10.429824561
2021-01-11,18,116,0 days 01:27:52.698275862
2021-01-11,19,104,0 days 00:54:11.278846153
2021-01-11,20,89,0 days 00:48:59.067415730
2021-01-11,21,62,0 days 00:43:48.532258064
2021-01-11,22,29,0 days 00:35:41.172413793
2021-01-11,23,8,0 days 00:41:28.875000
2021-01-12,0,1,0 days 00:30:19
2021-01-12,4,1,0 days 00:55:14
2021-01-12,7,9,0 days 00:45:05.111111111
2021-01-12,8,136,0 days 00:45:09.992647058
2021-01-12,9,248,0 days 00:34:25.560483870
2021-01-12,10,380,0 days 00:39:53.397368421
2021-01-12,11,466,0 days 01:04:52.781115879
2021-01-12,12,95,0 days 01:02:16.031578947
2021-01-12,13,550,0 days 00:44:18.123636363
2021-01-12,14,570,0 days 00:47:52.563157894
2021-01-12,15,551,0 days 00:59:10.063520871
2021-01-12,16,531,0 days 00:58:24.310734463
2021-01-12,17,303,0 days 00:57:32.468646864
2021-01-12,18,115,0 days 01:16:53.600000
2021-01-12,19,201,0 days 00:43:41.422885572
2021-01-12,20,115,0 days 00:41:07.130434782
2021-01-12,21,62,0 days 00:27:54.806451612
2021-01-12,22,31,0 days 00:21:52.548387096
2021-01-12,23,14,0 days 00:53:17.928571428
2021-01-13,0,6,0 days 00:42:11
2021-01-13,1,5,0 days 00:31:04.400000
2021-01-13,4,1,0 days 00:27:44
2021-01-13,5,1,0 days 00:18:38
2021-01-13,6,5,0 days 01:26:41.200000
2021-01-13,7,36,0 days 00:59:58.944444444
2021-01-13,8,236,0 days 00:57:31.177966101
2021-01-13,9,346,0 days 01:03:50.002890173
2021-01-13,10,387,0 days 01:11:31.281653746
2021-01-13,11,358,0 days 01:23:23.245810055
2021-01-13,12,113,0 days 01:14:26.752212389
2021-01-13,13,435,0 days 00:58:16.011494252
2021-01-13,14,462,0 days 01:10:03.740259740
2021-01-13,15,432,0 days 01:19:43.333333333
2021-01-13,16,504,0 days 01:09:33.269841269
2021-01-13,17,413,0 days 01:17:35.624697336
2021-01-13,18,110,0 days 01:28:52.318181818
2021-01-13,19,244,0 days 00:59:58.454918032
2021-01-13,20,154,0 days 00:51:12.149350649
2021-01-13,21,101,0 days 00:46:21.455445544
2021-01-13,22,50,0 days 00:36:56.120000
2021-01-13,23,23,0 days 01:05:02.347826086
2021-01-14,0,4,0 days 00:57:09
2021-01-14,1,3,0 days 00:52:13
2021-01-14,2,1,0 days 00:59:09
2021-01-14,3,2,0 days 00:21:25.500000
2021-01-14,4,1,0 days 00:29:38
2021-01-14,6,1,0 days 00:24:07
2021-01-14,7,30,0 days 00:51:47.466666666
2021-01-14,8,247,0 days 00:46:14.967611336
2021-01-14,9,389,0 days 00:48:48.215938303
2021-01-14,10,394,0 days 01:01:07.756345177
2021-01-14,11,358,0 days 01:09:07.642458100
2021-01-14,12,141,0 days 00:52:03.304964539
2021-01-14,13,530,0 days 01:00:52.281132075
2021-01-14,14,488,0 days 00:59:34.252049180
2021-01-14,15,484,0 days 01:08:41.733471074
2021-01-14,16,478,0 days 01:02:35.297071129
2021-01-14,17,383,0 days 01:14:02.702349869
2021-01-14,18,122,0 days 01:25:34.303278688
2021-01-14,19,246,0 days 01:03:03.422764227
2021-01-14,20,124,0 days 00:49:46.435483870
2021-01-14,21,94,0 days 00:53:59.500000
2021-01-14,22,57,0 days 00:39:52.526315789
2021-01-14,23,18,0 days 00:31:37.444444444
2021-01-15,0,2,0 days 00:08:49.500000
2021-01-15,1,2,0 days 00:09:27
2021-01-15,3,2,0 days 00:26:55
2021-01-15,5,2,0 days 00:34:07.500000
2021-01-15,6,2,0 days 00:54:45.500000
2021-01-15,7,74,0 days 00:46:07.837837837
2021-01-15,8,286,0 days 00:59:01.325174825
2021-01-15,9,338,0 days 00:52:19.491124260
2021-01-15,10,462,0 days 00:46:57.733766233
2021-01-15,11,391,0 days 01:06:52.179028132
2021-01-15,12,137,0 days 01:01:27.686131386
2021-01-15,13,487,0 days 00:56:11.010266940
2021-01-15,14,516,0 days 00:56:01.531007751
2021-01-15,15,508,0 days 00:56:53.960629921
2021-01-15,16,543,0 days 00:54:12.854511970
2021-01-15,17,385,0 days 01:01:03.675324675
2021-01-15,18,127,0 days 01:05:31.472440944
2021-01-15,19,238,0 days 00:51:31.957983193
2021-01-15,20,119,0 days 00:40:29.142857142
2021-01-15,21,69,0 days 00:34:55.275362318
2021-01-15,22,45,0 days 00:35:14.066666666
2021-01-15,23,22,0 days 00:45:00.727272727
2021-01-16,0,1,0 days 00:44:45
2021-01-16,1,8,0 days 00:27:03.375000
2021-01-16,2,4,0 days 00:43:56.750000
2021-01-16,5,1,0 days 00:42:19
2021-01-16,6,2,0 days 00:16:31.500000
2021-01-16,7,36,0 days 00:30:33.972222222
2021-01-16,8,173,0 days 00:47:23.745664739
2021-01-16,9,288,0 days 00:39:22.277777777
2021-01-16,10,295,0 days 00:51:00.328813559
2021-01-16,11,210,0 days 00:59:23.057142857
2021-01-16,12,83,0 days 00:41:45.506024096
2021-01-16,13,277,0 days 00:40:38.371841155
2021-01-16,14,221,0 days 00:33:01.520361990
2021-01-16,15,169,0 days 00:31:01.360946745
2021-01-16,16,99,0 days 00:38:25.747474747
2021-01-16,17,53,0 days 00:30:46.641509433
2021-01-16,18,16,0 days 00:38:24.187500
2021-01-16,19,23,0 days 00:29:57.434782608
2021-01-16,20,1,0 days 00:32:28
2021-01-16,21,2,0 days 00:21:47.500000
2021-01-16,22,4,0 days 00:38:07.250000
2021-01-17,7,10,0 days 01:24:35.100000
2021-01-17,8,25,0 days 00:44:51.680000
2021-01-17,9,46,0 days 00:49:58.434782608
2021-01-17,10,82,0 days 00:44:52.621951219
2021-01-17,11,29,0 days 01:19:40.413793103
2021-01-17,12,4,0 days 00:23:44
2021-01-17,13,50,0 days 00:45:18.300000
2021-01-17,14,34,0 days 00:40:28.647058823
2021-01-17,15,34,0 days 00:50:42.294117647
2021-01-17,16,26,0 days 00:47:15.269230769
2021-01-17,17,2,0 days 00:21:45
2021-01-18,5,2,0 days 01:04:42.500000
2021-01-18,6,2,0 days 01:03:11.500000
2021-01-18,7,41,0 days 00:39:59.365853658
2021-01-18,8,211,0 days 00:45:48.995260663
2021-01-18,9,405,0 days 00:39:33.098765432
2021-01-18,10,450,0 days 00:42:55.862222222
2021-01-18,11,417,0 days 00:52:06.165467625
2021-01-18,12,143,0 days 00:42:18.958041958
2021-01-18,13,526,0 days 00:43:20.680608365
2021-01-18,14,551,0 days 00:50:10.490018148
2021-01-18,15,528,0 days 00:47:46.729166666
2021-01-18,16,563,0 days 00:42:21.163410301
2021-01-18,17,341,0 days 00:42:37.055718475
2021-01-18,18,96,0 days 00:52:19.166666666
2021-01-18,19,165,0 days 00:33:09.618181818
2021-01-18,20,78,0 days 00:31:13.128205128
2021-01-18,21,30,0 days 00:27:34
2021-01-18,22,24,0 days 00:19:42.416666666
2021-01-18,23,7,0 days 00:44:00
2021-01-19,0,2,0 days 01:06:50
2021-01-19,1,3,0 days 00:41:42
2021-01-19,6,2,0 days 00:25:13
2021-01-19,7,28,0 days 00:29:46
2021-01-19,8,235,0 days 00:43:03.753191489
2021-01-19,9,367,0 days 00:40:25.237057220
2021-01-19,10,481,0 days 00:39:16.438669438
2021-01-19,11,396,0 days 00:52:40.272727272
2021-01-19,12,138,0 days 00:45:39.391304347
2021-01-19,13,557,0 days 00:42:54.694793536
2021-01-19,14,566,0 days 00:42:05.627208480
2021-01-19,15,526,0 days 00:39:33.935361216
2021-01-19,16,570,0 days 00:39:33.407017543
2021-01-19,17,309,0 days 00:39:36.957928802
2021-01-19,18,101,0 days 00:48:54.584158415
2021-01-19,19,186,0 days 00:38:44.747311827
2021-01-19,20,80,0 days 00:30:18.487500
2021-01-19,21,51,0 days 00:30:28.725490196
2021-01-19,22,17,0 days 00:53:49.529411764
2021-01-19,23,7,0 days 00:30:15.714285714
2021-01-20,1,2,0 days 00:31:04.500000
2021-01-20,3,2,0 days 00:43:15
2021-01-20,6,2,0 days 00:42:03
2021-01-20,7,42,0 days 00:43:26.309523809
2021-01-20,8,232,0 days 00:40:57.370689655
2021-01-20,9,365,0 days 00:34:37.263013698
2021-01-20,10,454,0 days 00:47:24.006607929
2021-01-20,11,387,0 days 00:57:43.733850129
2021-01-20,12,138,0 days 00:41:02.768115942
2021-01-20,13,529,0 days 00:49:26.260869565
2021-01-20,14,515,0 days 00:51:06.914563106
2021-01-20,15,555,0 days 00:52:01.571171171
2021-01-20,16,496,0 days 00:53:52.475806451
2021-01-20,17,305,0 days 00:54:23.790163934
2021-01-20,18,128,0 days 01:00:30.070312500
2021-01-20,19,188,0 days 00:39:32.340425531
2021-01-20,20,143,0 days 00:33:36.510489510
2021-01-20,21,53,0 days 00:30:23.792452830
2021-01-20,22,27,0 days 00:22:45.111111111
2021-01-20,23,14,0 days 00:55:12.857142857
2021-01-21,0,1,0 days 01:09:54
2021-01-21,1,2,0 days 01:02:31.500000
2021-01-21,3,2,0 days 01:27:20.500000
2021-01-21,5,1,0 days 00:17:44
2021-01-21,6,1,0 days 00:24:03
2021-01-21,7,53,0 days 00:39:25.830188679
2021-01-21,8,263,0 days 00:36:08.790874524
2021-01-21,9,352,0 days 00:42:24.372159090
2021-01-21,10,510,0 days 00:42:45.933333333
2021-01-21,11,403,0 days 00:52:39.377171215
2021-01-21,12,141,0 days 00:54:48.035460992
2021-01-21,13,567,0 days 00:48:09.165784832
2021-01-21,14,503,0 days 00:47:42.196819085
2021-01-21,15,566,0 days 00:51:12.991166077
2021-01-21,16,501,0 days 00:47:34.379241516
2021-01-21,17,313,0 days 00:49:38.220447284
2021-01-21,18,84,0 days 00:47:32.476190476
2021-01-21,19,141,0 days 00:30:30.680851063
2021-01-21,20,74,0 days 00:21:31.432432432
2021-01-21,21,46,0 days 00:25:19.456521739
2021-01-21,22,17,0 days 00:19:58.058823529
2021-01-21,23,3,0 days 00:18:19.333333333
2021-01-22,1,1,0 days 00:40:50
2021-01-22,2,1,0 days 01:28:20
2021-01-22,5,2,0 days 01:25:59
2021-01-22,6,1,0 days 00:20:14
2021-01-22,7,67,0 days 00:48:43.477611940
2021-01-22,8,249,0 days 00:43:22.004016064
2021-01-22,9,356,0 days 00:43:03.103932584
2021-01-22,10,431,0 days 00:43:52.911832946
2021-01-22,11,408,0 days 01:10:56.262254901
2021-01-22,12,125,0 days 00:52:58.736000
2021-01-22,13,599,0 days 00:39:48.190317195
2021-01-22,14,604,0 days 00:41:59.988410596
2021-01-22,15,586,0 days 00:48:32.518771331
2021-01-22,16,517,0 days 00:45:40.959381044
2021-01-22,17,347,0 days 00:48:35.731988472
2021-01-22,18,82,0 days 00:52:21.743902439
2021-01-22,19,172,0 days 00:37:43.104651162
2021-01-22,20,68,0 days 00:31:19.985294117
2021-01-22,21,12,0 days 00:35:42.250000
2021-01-22,22,19,0 days 00:30:39.157894736
2021-01-22,23,8,0 days 00:28:44
2021-01-23,4,1,0 days 00:52:03
2021-01-23,5,1,0 days 00:49:15
2021-01-23,7,29,0 days 00:27:13.241379310
2021-01-23,8,179,0 days 00:45:19.061452513
2021-01-23,9,239,0 days 00:35:55.305439330
2021-01-23,10,232,0 days 00:39:17.025862068
2021-01-23,11,218,0 days 00:50:25.944954128
2021-01-23,12,68,0 days 00:37:37.735294117
2021-01-23,13,240,0 days 00:33:15.262500
2021-01-23,14,162,0 days 00:30:09.098765432
2021-01-23,15,95,0 days 00:33:19.621052631
2021-01-23,16,57,0 days 00:32:09.631578947
2021-01-23,17,28,0 days 00:21:37.250000
2021-01-23,18,15,0 days 00:18:07.266666666
2021-01-23,19,39,0 days 00:27:56.717948717
2021-01-23,20,16,0 days 00:46:49.937500
2021-01-23,21,6,0 days 00:32:11.333333333
2021-01-23,22,1,0 days 00:49:55
2021-01-24,8,49,0 days 00:19:38.897959183
2021-01-24,9,38,0 days 00:17:45.710526315
2021-01-24,10,36,0 days 00:08:58.972222222
2021-01-24,11,17,0 days 00:11:49.352941176
2021-01-24,12,6,0 days 00:05:59.666666666
2021-01-24,13,9,0 days 00:26:21.666666666
2021-01-24,14,12,0 days 00:18:39.666666666
2021-01-24,15,5,0 days 00:21:27.200000
2021-01-24,16,13,0 days 00:19:28.692307692
2021-01-24,17,2,0 days 00:06:48
2021-01-24,19,1,0 days 00:47:32
2021-01-24,20,1,0 days 00:11:18
2021-01-24,21,2,0 days 00:12:24.500000
2021-01-25,6,2,0 days 01:31:23
2021-01-25,7,45,0 days 01:00:54.755555555
2021-01-25,8,233,0 days 00:45:54.270386266
2021-01-25,9,420,0 days 00:46:29.511904761
2021-01-25,10,378,0 days 00:57:03.251322751
2021-01-25,11,405,0 days 01:00:17.874074074
2021-01-25,12,147,0 days 00:41:38.040816326
2021-01-25,13,568,0 days 00:52:40.892605633
2021-01-25,14,576,0 days 00:49:15.675347222
2021-01-25,15,550,0 days 00:51:51.789090909
2021-01-25,16,575,0 days 00:42:56.695652173
2021-01-25,17,367,0 days 00:49:43.179836512
2021-01-25,18,103,0 days 01:01:46.077669902
2021-01-25,19,182,0 days 00:38:31.989010989
2021-01-25,20,94,0 days 00:33:14.393617021
2021-01-25,21,32,0 days 00:32:14.687500
2021-01-25,22,12,0 days 00:22:04.083333333
